,yearID,teamID,actual,model,model_type
350,2011,DET-2011,0.5864197530864198,0.5131220248650974,ML-EN-T1
350,2011,DET-2011,0.5864197530864198,0.5325119049829204,ML-LN-T1
350,2011,DET-2011,0.5864197530864198,0.5010431866034422,ML-LS-T1
350,2011,DET-2011,0.5864197530864198,0.5324046332481274,ML-RD-T1
351,2012,DET-2012,0.5432098765432098,0.5064027283065664,ML-EN-T1
351,2012,DET-2012,0.5432098765432098,0.5295999676421026,ML-LN-T1
351,2012,DET-2012,0.5432098765432098,0.49934873317384426,ML-LS-T1
351,2012,DET-2012,0.5432098765432098,0.5294958881299376,ML-RD-T1
352,2013,DET-2013,0.5740740740740741,0.5179244245252591,ML-EN-T1
352,2013,DET-2013,0.5740740740740741,0.5349125377804653,ML-LN-T1
352,2013,DET-2013,0.5740740740740741,0.5012931879291205,ML-LS-T1
352,2013,DET-2013,0.5740740740740741,0.5348343060066998,ML-RD-T1
353,2014,DET-2014,0.5555555555555556,0.5009794608621002,ML-EN-T1
353,2014,DET-2014,0.5555555555555556,0.5224051100035885,ML-LN-T1
353,2014,DET-2014,0.5555555555555556,0.5002098488511809,ML-LS-T1
353,2014,DET-2014,0.5555555555555556,0.5223196051356894,ML-RD-T1
354,2015,DET-2015,0.45962732919254656,0.48581179531005547,ML-EN-T1
354,2015,DET-2015,0.45962732919254656,0.48423552046354107,ML-LN-T1
354,2015,DET-2015,0.45962732919254656,0.4984398256626823,ML-LS-T1
354,2015,DET-2015,0.45962732919254656,0.4842745968360354,ML-RD-T1
355,2016,DET-2016,0.5341614906832298,0.5026847909659043,ML-EN-T1
355,2016,DET-2016,0.5341614906832298,0.5079822124359004,ML-LN-T1
355,2016,DET-2016,0.5341614906832298,0.5001448036477435,ML-LS-T1
355,2016,DET-2016,0.5341614906832298,0.5079479116137722,ML-RD-T1
356,2017,DET-2017,0.3950617283950617,0.4890547062632112,ML-EN-T1
356,2017,DET-2017,0.3950617283950617,0.46691588571266923,ML-LN-T1
356,2017,DET-2017,0.3950617283950617,0.49959873449952263,ML-LS-T1
356,2017,DET-2017,0.3950617283950617,0.4670442409488936,ML-RD-T1
357,2018,DET-2018,0.3950617283950617,0.45708987588350536,ML-EN-T1
357,2018,DET-2018,0.3950617283950617,0.4280082308479302,ML-LN-T1
357,2018,DET-2018,0.3950617283950617,0.4966820523666083,ML-LS-T1
357,2018,DET-2018,0.3950617283950617,0.4281629836431266,ML-RD-T1
358,1995,FLA-1995,0.46853146853146854,0.5015409355895433,ML-EN-T1
358,1995,FLA-1995,0.46853146853146854,0.49172772126544995,ML-LN-T1
358,1995,FLA-1995,0.46853146853146854,0.5003603935500159,ML-LS-T1
358,1995,FLA-1995,0.46853146853146854,0.4917385827678099,ML-RD-T1
359,1996,FLA-1996,0.49382716049382713,0.4940519084060293,ML-EN-T1
359,1996,FLA-1996,0.49382716049382713,0.5006670990490596,ML-LN-T1
359,1996,FLA-1996,0.49382716049382713,0.49829317202098006,ML-LS-T1
359,1996,FLA-1996,0.49382716049382713,0.50060500035388,ML-RD-T1
360,1997,FLA-1997,0.5679012345679012,0.5239370390305584,ML-EN-T1
360,1997,FLA-1997,0.5679012345679012,0.5391987511149301,ML-LN-T1
360,1997,FLA-1997,0.5679012345679012,0.4997376241248995,ML-LS-T1
360,1997,FLA-1997,0.5679012345679012,0.5390912271274833,ML-RD-T1
361,1998,FLA-1998,0.3333333333333333,0.4753798086395793,ML-EN-T1
361,1998,FLA-1998,0.3333333333333333,0.43831850087506424,ML-LN-T1
361,1998,FLA-1998,0.3333333333333333,0.4977098355943972,ML-LS-T1
361,1998,FLA-1998,0.3333333333333333,0.4385517210571233,ML-RD-T1
362,1999,FLA-1999,0.3950617283950617,0.4652452085212282,ML-EN-T1
362,1999,FLA-1999,0.3950617283950617,0.4226121234075093,ML-LN-T1
362,1999,FLA-1999,0.3950617283950617,0.4983765057962062,ML-LS-T1
362,1999,FLA-1999,0.3950617283950617,0.4228164561681772,ML-RD-T1
363,2000,FLA-2000,0.4906832298136646,0.4923955083423861,ML-EN-T1
363,2000,FLA-2000,0.4906832298136646,0.4961403435019793,ML-LN-T1
363,2000,FLA-2000,0.4906832298136646,0.4996137449310851,ML-LS-T1
363,2000,FLA-2000,0.4906832298136646,0.496049933223095,ML-RD-T1
364,2001,FLA-2001,0.4691358024691358,0.48834483537629836,ML-EN-T1
364,2001,FLA-2001,0.4691358024691358,0.48908872967446854,ML-LN-T1
364,2001,FLA-2001,0.4691358024691358,0.4997931799750503,ML-LS-T1
364,2001,FLA-2001,0.4691358024691358,0.48906642932683125,ML-RD-T1
365,2002,FLA-2002,0.4876543209876543,0.4998276962018774,ML-EN-T1
365,2002,FLA-2002,0.4876543209876543,0.49847599454305297,ML-LN-T1
365,2002,FLA-2002,0.4876543209876543,0.49859872919680914,ML-LS-T1
365,2002,FLA-2002,0.4876543209876543,0.4984624929033956,ML-RD-T1
366,2003,FLA-2003,0.5617283950617284,0.504090749061701,ML-EN-T1
366,2003,FLA-2003,0.5617283950617284,0.5220561796925727,ML-LN-T1
366,2003,FLA-2003,0.5617283950617284,0.5000431813007287,ML-LS-T1
366,2003,FLA-2003,0.5617283950617284,0.5219477924571847,ML-RD-T1
367,2004,FLA-2004,0.5123456790123457,0.49796716574832756,ML-EN-T1
367,2004,FLA-2004,0.5123456790123457,0.5106948235178309,ML-LN-T1
367,2004,FLA-2004,0.5123456790123457,0.4991265097732413,ML-LS-T1
367,2004,FLA-2004,0.5123456790123457,0.5106436738942641,ML-RD-T1
368,2005,FLA-2005,0.5123456790123457,0.49541178646021916,ML-EN-T1
368,2005,FLA-2005,0.5123456790123457,0.4985840128230445,ML-LN-T1
368,2005,FLA-2005,0.5123456790123457,0.4990987318481659,ML-LS-T1
368,2005,FLA-2005,0.5123456790123457,0.4985811092566158,ML-RD-T1
369,2006,FLA-2006,0.48148148148148145,0.4980011806915419,ML-EN-T1
369,2006,FLA-2006,0.48148148148148145,0.49135359280779006,ML-LN-T1
369,2006,FLA-2006,0.48148148148148145,0.5002376267762563,ML-LS-T1
369,2006,FLA-2006,0.48148148148148145,0.49140082100620225,ML-RD-T1
370,2007,FLA-2007,0.4382716049382716,0.49921926043704007,ML-EN-T1
370,2007,FLA-2007,0.4382716049382716,0.4751508762416646,ML-LN-T1
370,2007,FLA-2007,0.4382716049382716,0.5011265203786682,ML-LS-T1
370,2007,FLA-2007,0.4382716049382716,0.4752790981261248,ML-RD-T1
371,2008,FLA-2008,0.5217391304347826,0.5072048583556464,ML-EN-T1
371,2008,FLA-2008,0.5217391304347826,0.5050101879987068,ML-LN-T1
371,2008,FLA-2008,0.5217391304347826,0.5007038128231734,ML-LS-T1
371,2008,FLA-2008,0.5217391304347826,0.5050002829090475,ML-RD-T1
372,2009,FLA-2009,0.5370370370370371,0.5123580410119579,ML-EN-T1
372,2009,FLA-2009,0.5370370370370371,0.5256417051197253,ML-LN-T1
372,2009,FLA-2009,0.5370370370370371,0.5006265177273115,ML-LS-T1
372,2009,FLA-2009,0.5370370370370371,0.5255554394888998,ML-RD-T1
373,2010,FLA-2010,0.49382716049382713,0.49689258407832887,ML-EN-T1
373,2010,FLA-2010,0.49382716049382713,0.49690888701023334,ML-LN-T1
373,2010,FLA-2010,0.49382716049382713,0.49915428769831666,ML-LS-T1
373,2010,FLA-2010,0.49382716049382713,0.4969306585257285,ML-RD-T1
497,2014,FLA-2014,0.47530864197530864,0.4737052271959471,ML-EN-T1
497,2014,FLA-2014,0.47530864197530864,0.47529477060870534,ML-LN-T1
497,2014,FLA-2014,0.47530864197530864,0.4970987212427389,ML-LS-T1
497,2014,FLA-2014,0.47530864197530864,0.47523709305792455,ML-RD-T1
498,2015,FLA-2015,0.4382716049382716,0.45642493762243874,ML-EN-T1
498,2015,FLA-2015,0.4382716049382716,0.4672390169399636,ML-LN-T1
498,2015,FLA-2015,0.4382716049382716,0.49620982764032695,ML-LS-T1
498,2015,FLA-2015,0.4382716049382716,0.4671608318721353,ML-RD-T1
499,2016,FLA-2016,0.4906832298136646,0.4747254959584335,ML-EN-T1
499,2016,FLA-2016,0.4906832298136646,0.48329202519118725,ML-LN-T1
499,2016,FLA-2016,0.4906832298136646,0.49748951006445147,ML-LS-T1
499,2016,FLA-2016,0.4906832298136646,0.48322286531569614,ML-RD-T1
500,2017,FLA-2017,0.47530864197530864,0.4970190686736492,ML-EN-T1
500,2017,FLA-2017,0.47530864197530864,0.49296814000127637,ML-LN-T1
500,2017,FLA-2017,0.47530864197530864,0.5007931852777637,ML-LS-T1
500,2017,FLA-2017,0.47530864197530864,0.4929765188087697,ML-RD-T1
501,2018,FLA-2018,0.391304347826087,0.46134545781985364,ML-EN-T1
501,2018,FLA-2018,0.391304347826087,0.4464289106216917,ML-LN-T1
501,2018,FLA-2018,0.391304347826087,0.4956447797855328,ML-LS-T1
501,2018,FLA-2018,0.391304347826087,0.44651476012432595,ML-RD-T1
374,1982,HOU-1982,0.47530864197530864,0.4661650078479659,ML-EN-T1
374,1982,HOU-1982,0.47530864197530864,0.47716130202556506,ML-LN-T1
374,1982,HOU-1982,0.47530864197530864,0.49498759893701044,ML-LS-T1
374,1982,HOU-1982,0.47530864197530864,0.4771462381669705,ML-RD-T1
375,1983,HOU-1983,0.5246913580246914,0.4854109664503284,ML-EN-T1
375,1983,HOU-1983,0.5246913580246914,0.4964055739582152,ML-LN-T1
375,1983,HOU-1983,0.5246913580246914,0.4970431653925882,ML-LS-T1
375,1983,HOU-1983,0.5246913580246914,0.4963496651074847,ML-RD-T1
376,1984,HOU-1984,0.49382716049382713,0.485000851161751,ML-EN-T1
