franchiseID,FranchiseName,teamID,name,yearID,G,W,R,H,HR,BB,SO,SB,RA,ERA,HA,HRA,BBA,SOA,statID,teamID-Year,Park,Lat,Lon,Open,Closed
CHW,Chicago White Sox,CHA,Chicago White Sox,1991,162,87,758,1464,139,610,896,134,681,3.79,1302,154,601,923,4319083,CHA-1991,Comiskey Park II,41.832,-87.634,1910,1990
CHW,Chicago White Sox,CHA,Chicago White Sox,1992,162,86,738,1434,110,622,784,160,690,3.82,1400,123,550,810,4427815,CHA-1992,Comiskey Park II,41.832,-87.634,1910,1990
CHW,Chicago White Sox,CHA,Chicago White Sox,1993,162,94,776,1454,162,604,834,106,664,3.7,1398,125,566,974,4537899,CHA-1993,Comiskey Park II,41.832,-87.634,1910,1990
CHW,Chicago White Sox,CHA,Chicago White Sox,1994,113,67,633,1133,121,497,568,77,498,3.96,964,115,377,754,4657963,CHA-1994,Comiskey Park II,41.832,-87.634,1910,1990
CHW,Chicago White Sox,CHA,Chicago White Sox,1995,145,68,755,1417,146,576,767,110,758,4.85,1374,164,617,892,4779595,CHA-1995,Comiskey Park II,41.832,-87.634,1910,1990
CHW,Chicago White Sox,CHA,Chicago White Sox,1996,162,85,898,1586,195,701,927,105,794,4.52,1529,174,616,1039,4902795,CHA-1996,Comiskey Park II,41.832,-87.634,1910,1990
CHW,Chicago White Sox,CHA,Chicago White Sox,1997,161,80,779,1498,158,569,901,106,833,4.73,1505,175,575,961,5027563,CHA-1997,Comiskey Park II,41.832,-87.634,1910,1990
CHW,Chicago White Sox,CHA,Chicago White Sox,1998,163,80,861,1516,198,551,916,127,931,5.22,1569,211,580,911,5158440,CHA-1998,Comiskey Park II,41.832,-87.634,1910,1990
CHW,Chicago White Sox,CHA,Chicago White Sox,1999,162,75,777,1563,162,499,810,110,870,4.92,1608,210,596,968,5295600,CHA-1999,Comiskey Park II,41.832,-87.634,1910,1990
CHW,Chicago White Sox,CHA,Chicago White Sox,2000,162,95,978,1615,216,591,960,119,839,4.66,1509,195,614,1037,5434560,CHA-2000,Comiskey Park II,41.832,-87.634,1910,1990
CHW,Chicago White Sox,CHA,Chicago White Sox,2001,162,83,798,1463,214,520,998,123,795,4.55,1465,181,500,921,5575320,CHA-2001,Comiskey Park II,41.832,-87.634,1910,1990
CHW,Chicago White Sox,CHA,Chicago White Sox,2002,162,81,856,1475,217,555,952,75,798,4.53,1422,190,528,945,5717880,CHA-2002,Comiskey Park II,41.832,-87.634,1910,1990
CHW,Chicago White Sox,CHA,Chicago White Sox,2003,162,86,791,1445,220,519,916,77,715,4.17,1364,162,518,1056,5862240,CHA-2003,U.S. Cellular Field,41.83,-87.633889,2003,Active
CHW,Chicago White Sox,CHA,Chicago White Sox,2004,162,83,865,1481,242,499,1030,78,831,4.91,1505,224,527,1013,6008400,CHA-2004,U.S. Cellular Field,41.83,-87.633889,2003,Active
CHW,Chicago White Sox,CHA,Chicago White Sox,2005,162,99,741,1450,200,435,1002,137,645,3.61,1392,167,459,1040,6151399,CHA-2005,U.S. Cellular Field,41.83,-87.633889,2003,Active
CHW,Chicago White Sox,CHA,Chicago White Sox,2006,162,90,868,1586,236,502,1056,93,794,4.61,1534,200,433,1012,6301099,CHA-2006,U.S. Cellular Field,41.83,-87.633889,2003,Active
CHW,Chicago White Sox,CHA,Chicago White Sox,2007,162,72,693,1341,190,532,1149,78,839,4.77,1556,174,499,1015,6452599,CHA-2007,U.S. Cellular Field,41.83,-87.633889,2003,Active
CHW,Chicago White Sox,CHA,Chicago White Sox,2008,163,89,811,1458,235,540,1016,67,729,4.06,1471,156,460,1147,6605899,CHA-2008,U.S. Cellular Field,41.83,-87.633889,2003,Active
CHW,Chicago White Sox,CHA,Chicago White Sox,2009,162,79,724,1410,184,534,1022,113,732,4.14,1438,169,507,1119,6760999,CHA-2009,U.S. Cellular Field,41.83,-87.633889,2003,Active
CHW,Chicago White Sox,CHA,Chicago White Sox,2010,162,88,752,1467,177,467,922,160,704,4.09,1471,136,490,1149,6917899,CHA-2010,U.S. Cellular Field,41.83,-87.633889,2003,Active
CHW,Chicago White Sox,CHA,Chicago White Sox,2011,162,79,654,1387,154,475,989,81,706,4.1,1463,147,439,1220,7076599,CHA-2011,U.S. Cellular Field,41.83,-87.633889,2003,Active
CHW,Chicago White Sox,CHA,Chicago White Sox,2012,162,85,748,1409,211,461,1203,109,676,4.02,1365,186,503,1246,7237099,CHA-2012,U.S. Cellular Field,41.83,-87.633889,2003,Active
CHW,Chicago White Sox,CHA,Chicago White Sox,2013,162,63,598,1385,148,411,1207,105,723,3.98,1424,182,509,1249,7399399,CHA-2013,U.S. Cellular Field,41.83,-87.633889,2003,Active
CHW,Chicago White Sox,CHA,Chicago White Sox,2014,162,73,660,1400,155,417,1362,85,758,4.29,1468,140,557,1152,7563499,CHA-2014,U.S. Cellular Field,41.83,-87.633889,2003,Active
CHW,Chicago White Sox,CHA,Chicago White Sox,2015,162,76,622,1381,136,404,1231,68,701,3.98,1443,162,474,1359,7729399,CHA-2015,U.S. Cellular Field,41.83,-87.633889,2003,Active
CHW,Chicago White Sox,CHA,Chicago White Sox,2016,162,78,686,1428,168,455,1285,77,715,4.1,1422,185,521,1270,7897099,CHA-2016,U.S. Cellular Field,41.83,-87.633889,2003,Active
CHW,Chicago White Sox,CHA,Chicago White Sox,2017,162,67,706,1412,186,401,1397,71,820,4.78,1384,242,632,1193,8066599,CHA-2017,U.S. Cellular Field,41.83,-87.633889,2003,Active
CHW,Chicago White Sox,CHA,Chicago White Sox,2018,162,62,656,1332,182,425,1594,98,848,4.83,1404,196,653,1259,8237899,CHA-2018,Guaranteed Rate Field,41.83,-87.633889,1991,Active
CHW,Chicago White Sox,CHA,Chicago White Sox,2019,161,72,708,1443,182,378,1549,63,832,4.9,1438,238,582,1312,8410999,CHA-2019,Guaranteed Rate Field,41.83,-87.633889,1991,Active
CIN,Cincinnati Reds,CN2,Cincinnati Red Stockings,1882,80,55,489,795,5,102,204,,268,1.65,609,7,125,165,10999,CN2-1882,Bank Street Grounds,39.120281,-84.538187,1880,1884
CIN,Cincinnati Reds,CN2,Cincinnati Red Stockings,1883,98,61,662,961,34,139,261,,413,2.26,766,17,168,215,14224,CN2-1883,Bank Street Grounds,39.120281,-84.538187,1880,1884
CIN,Cincinnati Reds,CN2,Cincinnati Red Stockings,1884,112,68,754,1037,36,154,409,,512,3.33,955,27,181,308,19495,CN2-1884,League Park I in Cincinnati,39.116944,-84.536667,1884,1894
CIN,Cincinnati Reds,CN2,Cincinnati Red Stockings,1885,112,63,642,1046,26,153,420,,575,3.26,998,24,250,330,27568,CN2-1885,League Park I in Cincinnati,39.116944,-84.536667,1884,1894
CIN,Cincinnati Reds,CN2,Cincinnati Red Stockings,1886,141,65,883,1225,45,374,633,185,865,4.18,1267,25,481,495,32683,CN2-1886,League Park I in Cincinnati,39.116944,-84.536667,1884,1894
CIN,Cincinnati Reds,CN2,Cincinnati Red Stockings,1887,135,81,892,1285,37,382,379,527,745,3.58,1202,28,396,330,39024,CN2-1887,League Park I in Cincinnati,39.116944,-84.536667,1884,1894
CIN,Cincinnati Reds,CN2,Cincinnati Red Stockings,1888,137,80,745,1161,32,345,555,469,628,2.73,1103,19,310,539,45520,CN2-1888,League Park I in Cincinnati,39.116944,-84.536667,1884,1894
CIN,Cincinnati Reds,CN2,Cincinnati Red Stockings,1889,141,76,897,1307,52,452,511,462,769,3.5,1270,35,475,562,52983,CN2-1889,League Park I in Cincinnati,39.116944,-84.536667,1884,1894
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1890,134,77,753,1203,27,433,377,312,633,2.79,1097,41,407,488,62008,CIN-1890,League Park I in Cincinnati,39.116944,-84.536667,1884,1894
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1891,138,56,646,1158,40,414,439,244,790,3.55,1234,40,465,393,72823,CIN-1891,League Park I in Cincinnati,39.116944,-84.536667,1884,1894
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1892,155,82,766,1291,44,503,476,270,731,3.17,1327,39,535,437,81655,CIN-1892,League Park I in Cincinnati,39.116944,-84.536667,1884,1894
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1893,131,65,759,1195,29,531,257,238,814,4.55,1305,38,549,258,88615,CIN-1893,League Park I in Cincinnati,39.116944,-84.536667,1884,1894
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1894,134,55,936,1407,61,517,255,223,1108,5.99,1616,85,500,223,95863,CIN-1894,League Park II in Cincinnati,39.116944,-84.536667,1884,1894
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1895,132,66,903,1395,36,414,249,326,854,4.81,1451,39,362,245,103399,CIN-1895,League Park II in Cincinnati,39.116944,-84.536667,1884,1894
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1896,128,77,783,1283,20,382,226,350,620,3.67,1240,27,310,219,111223,CIN-1896,League Park II in Cincinnati,39.116944,-84.536667,1884,1894
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1897,134,76,763,1311,22,380,216,194,705,4.09,1375,18,329,270,119335,CIN-1897,League Park II in Cincinnati,39.116944,-84.536667,1884,1894
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1898,157,92,831,1448,19,455,297,165,740,3.5,1484,16,449,294,127735,CIN-1898,League Park II in Cincinnati,39.116944,-84.536667,1884,1894
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1899,157,83,861,1448,13,487,296,228,777,3.7,1494,26,372,361,136423,CIN-1899,League Park II in Cincinnati,39.116944,-84.536667,1884,1894
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1900,144,62,703,1335,33,333,408,183,745,3.83,1383,28,404,399,144640,CIN-1900,League Park II in Cincinnati,39.116944,-84.536667,1884,1894
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1901,142,52,561,1232,38,323,587,137,818,4.17,1469,51,365,542,153099,CIN-1901,League Park II in Cincinnati,39.116944,-84.536667,1884,1894
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1902,141,70,633,1383,18,297,467,131,566,2.67,1228,15,352,430,165835,CIN-1902,Palace of the Fans,39.116944,-84.536667,1902,1911
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1903,141,74,765,1399,28,403,427,151,656,3.07,1277,14,378,480,178240,CIN-1903,Palace of the Fans,39.116944,-84.536667,1902,1911
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1904,157,88,695,1332,21,399,549,180,547,2.34,1256,13,343,502,191968,CIN-1904,Palace of the Fans,39.116944,-84.536667,1902,1911
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1905,155,79,736,1401,27,434,498,181,698,3.01,1409,22,439,547,206208,CIN-1905,Palace of the Fans,39.116944,-84.536667,1902,1911
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1906,155,64,533,1198,16,395,532,170,582,2.69,1248,14,470,567,220960,CIN-1906,Palace of the Fans,39.116944,-84.536667,1902,1911
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1907,156,66,526,1226,15,372,535,158,519,2.41,1223,16,444,481,236224,CIN-1907,Palace of the Fans,39.116944,-84.536667,1902,1911
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1908,155,73,488,1108,14,372,555,196,543,2.37,1218,19,415,433,252000,CIN-1908,Palace of the Fans,39.116944,-84.536667,1902,1911
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1909,157,77,606,1273,22,478,583,280,599,2.52,1233,5,510,477,268288,CIN-1909,Palace of the Fans,39.116944,-84.536667,1902,1911
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1910,156,75,620,1326,23,529,515,310,684,3.08,1334,27,528,497,285088,CIN-1910,Palace of the Fans,39.116944,-84.536667,1902,1911
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1911,159,70,682,1379,21,578,594,289,706,3.26,1410,36,476,557,302400,CIN-1911,Palace of the Fans,39.116944,-84.536667,1902,1911
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1912,155,75,656,1310,21,479,492,248,722,3.42,1455,28,452,561,320224,CIN-1912,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1913,156,64,607,1339,27,458,579,226,717,3.46,1398,40,456,522,338560,CIN-1913,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1914,157,60,530,1178,16,441,627,224,651,2.94,1259,30,489,607,362200,CIN-1914,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1915,160,71,516,1323,15,360,512,156,585,2.84,1304,28,497,572,391624,CIN-1915,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1916,155,60,505,1336,14,362,573,157,617,3.1,1356,35,461,569,417024,CIN-1916,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1917,157,78,601,1385,26,312,477,153,611,2.7,1358,20,402,488,437920,CIN-1917,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1918,129,68,530,1185,15,304,303,128,496,3,1136,19,381,321,459328,CIN-1918,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1919,140,96,577,1204,20,405,368,143,401,2.23,1104,21,298,407,481248,CIN-1919,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1920,154,82,639,1432,18,382,367,158,569,2.9,1327,26,393,435,503680,CIN-1920,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1921,153,70,618,1421,20,375,308,117,649,3.46,1500,37,305,408,526624,CIN-1921,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1922,156,86,766,1561,45,436,381,130,677,3.53,1481,49,326,357,550080,CIN-1922,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1923,154,91,708,1506,45,439,367,96,629,3.21,1465,28,359,450,574048,CIN-1923,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1924,153,83,649,1539,36,349,334,103,579,3.12,1408,30,293,451,598528,CIN-1924,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1925,153,80,690,1490,44,409,327,108,643,3.38,1447,35,324,437,623520,CIN-1925,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1926,157,87,747,1541,35,454,333,51,651,3.42,1449,40,324,424,649024,CIN-1926,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1927,153,75,643,1439,29,402,332,62,653,3.54,1472,36,316,407,675040,CIN-1927,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1928,153,78,648,1449,32,386,330,83,686,3.94,1516,58,410,355,701568,CIN-1928,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1929,155,66,686,1478,34,412,347,134,760,4.41,1558,61,413,347,728608,CIN-1929,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1930,154,59,665,1475,74,445,489,48,857,5.08,1650,75,394,361,756160,CIN-1930,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1931,154,58,592,1439,21,403,463,24,742,4.22,1545,51,399,317,784224,CIN-1931,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1932,155,60,575,1429,47,436,436,35,715,3.79,1505,69,276,359,812800,CIN-1932,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1933,153,58,496,1267,34,349,354,30,643,3.42,1470,47,257,310,841888,CIN-1933,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1934,152,52,590,1428,55,313,532,34,801,4.37,1645,61,389,438,871488,CIN-1934,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1935,154,68,646,1403,73,392,547,72,772,4.3,1490,65,438,500,901600,CIN-1935,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1936,154,74,722,1476,82,410,584,68,760,4.22,1576,51,418,459,932224,CIN-1936,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1937,155,56,612,1329,73,437,586,53,707,3.94,1428,38,533,581,963360,CIN-1937,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1938,151,82,723,1495,110,366,518,19,634,3.62,1329,75,463,542,995008,CIN-1938,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1939,156,97,767,1493,98,500,538,46,595,3.27,1340,81,499,637,1027168,CIN-1939,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1940,155,100,707,1427,89,453,503,72,528,3.05,1263,73,445,557,1059840,CIN-1940,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1941,154,88,616,1288,64,477,428,68,564,3.17,1300,61,510,627,1093024,CIN-1941,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1942,154,76,527,1216,66,483,549,42,545,2.82,1213,47,526,616,1126720,CIN-1942,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1943,155,87,608,1362,43,445,476,49,543,3.13,1299,38,579,498,1160928,CIN-1943,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1944,155,89,573,1340,51,423,391,51,537,2.97,1292,60,390,369,1195648,CIN-1944,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1945,154,61,536,1317,56,392,532,71,694,4,1438,70,534,372,1230880,CIN-1945,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1946,156,67,523,1262,65,493,604,82,570,3.08,1334,70,467,506,1266624,CIN-1946,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1947,154,73,681,1372,95,539,530,46,755,4.41,1442,102,589,633,1302880,CIN-1947,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1948,153,64,588,1266,104,478,586,42,752,4.47,1410,104,572,599,1339648,CIN-1948,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1949,156,62,627,1423,86,429,559,31,770,4.34,1423,124,640,538,1376928,CIN-1949,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1950,153,66,654,1366,99,504,497,37,734,4.32,1363,145,582,686,1414720,CIN-1950,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1951,155,68,559,1309,88,415,577,44,667,3.7,1357,119,490,584,1453024,CIN-1951,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1952,154,69,615,1303,104,480,709,32,659,4.01,1377,111,517,579,1491840,CIN-1952,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1953,155,68,714,1396,166,485,701,25,788,4.64,1484,179,488,506,1528695,CIN-1953,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Redlegs,1954,154,74,729,1369,147,557,645,47,763,4.5,1491,169,547,537,1571008,CIN-1954,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Redlegs,1955,154,75,761,1424,181,556,657,51,684,3.95,1373,161,443,576,1611360,CIN-1955,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Redlegs,1956,155,91,775,1406,221,528,760,45,658,3.85,1406,141,458,653,1652224,CIN-1956,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Redlegs,1957,154,80,747,1452,187,546,752,51,781,4.62,1486,179,429,707,1693600,CIN-1957,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Redlegs,1958,154,76,695,1359,123,572,765,61,621,3.73,1422,148,419,705,1732855,CIN-1958,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Redlegs,1959,154,74,764,1448,161,499,763,65,738,4.31,1460,162,456,690,1775223,CIN-1959,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1960,154,67,640,1324,140,512,858,73,692,4,1417,134,442,740,1818103,CIN-1960,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1961,154,93,710,1414,158,423,761,70,653,3.78,1300,147,500,829,1861495,CIN-1961,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1962,162,98,802,1523,167,498,903,66,685,3.75,1397,149,567,964,1910923,CIN-1962,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1963,162,86,648,1333,122,474,960,92,594,3.29,1307,117,425,1048,1966603,CIN-1963,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1964,163,92,660,1383,130,457,974,90,566,3.07,1306,112,436,1122,2023083,CIN-1964,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1965,162,89,825,1544,183,538,1003,82,704,3.88,1355,136,587,1113,2083248,CIN-1965,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1966,160,76,692,1434,149,394,877,70,702,4.08,1408,153,490,1043,2144295,CIN-1966,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1967,162,87,604,1366,109,372,969,92,563,3.05,1328,101,498,1065,2203255,CIN-1967,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1968,163,83,690,1573,106,379,938,59,673,3.56,1399,114,573,963,2263015,CIN-1968,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1969,163,89,798,1558,171,474,1042,79,768,4.11,1478,149,611,818,2323575,CIN-1969,Crosley Field,39.11667,-84.535278,1912,1970
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1970,162,102,775,1498,191,547,984,115,681,3.69,1370,118,592,843,2397303,CIN-1970,Crosley Field/Riverfront Stadium,39.096667,-84.508333,1970,2002
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1971,162,79,586,1306,138,438,907,59,581,3.35,1298,112,501,750,2472183,CIN-1971,Riverfront Stadium,39.096667,-84.508333,1970,2002
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1972,154,95,707,1317,124,606,914,140,557,3.21,1313,129,435,806,2548215,CIN-1972,Riverfront Stadium,39.096667,-84.508333,1970,2002
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1973,162,99,741,1398,137,639,947,148,621,3.4,1389,135,518,801,2625399,CIN-1973,Riverfront Stadium,39.096667,-84.508333,1970,2002
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1974,163,98,776,1437,135,693,940,146,631,3.41,1364,126,536,875,2703735,CIN-1974,Riverfront Stadium,39.096667,-84.508333,1970,2002
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1975,162,108,840,1515,124,691,916,168,586,3.37,1422,112,487,663,2783223,CIN-1975,Riverfront Stadium,39.096667,-84.508333,1970,2002
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1976,162,102,857,1599,141,681,902,210,633,3.51,1436,100,491,790,2863863,CIN-1976,Riverfront Stadium,39.096667,-84.508333,1970,2002
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1977,162,88,802,1513,181,600,911,170,725,4.21,1469,156,544,868,2945655,CIN-1977,Riverfront Stadium,39.096667,-84.508333,1970,2002
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1978,161,92,710,1378,136,636,899,137,688,3.81,1437,122,567,908,3035563,CIN-1978,Riverfront Stadium,39.096667,-84.508333,1970,2002
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1979,161,90,731,1445,132,614,902,99,644,3.58,1415,103,485,773,3126823,CIN-1979,Riverfront Stadium,39.096667,-84.508333,1970,2002
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1980,163,89,707,1445,113,537,852,156,670,3.85,1404,113,506,833,3219435,CIN-1980,Riverfront Stadium,39.096667,-84.508333,1970,2002
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1981,108,66,464,972,64,375,553,58,440,3.73,863,67,393,593,3313399,CIN-1981,Riverfront Stadium,39.096667,-84.508333,1970,2002
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1982,162,61,545,1375,82,470,817,131,661,3.66,1414,105,570,998,3408715,CIN-1982,Riverfront Stadium,39.096667,-84.508333,1970,2002
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1983,162,74,623,1274,107,588,1006,154,710,3.98,1365,135,627,934,3505383,CIN-1983,Riverfront Stadium,39.096667,-84.508333,1970,2002
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1984,162,70,627,1342,106,566,978,160,747,4.16,1445,128,578,946,3603403,CIN-1984,Riverfront Stadium,39.096667,-84.508333,1970,2002
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1985,162,89,677,1385,114,576,856,159,666,3.71,1347,131,535,910,3702775,CIN-1985,Riverfront Stadium,39.096667,-84.508333,1970,2002
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1986,162,86,732,1404,144,586,920,177,717,3.91,1465,136,524,924,3803499,CIN-1986,Riverfront Stadium,39.096667,-84.508333,1970,2002
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1987,162,84,783,1478,192,514,928,169,752,4.24,1486,170,485,919,3905575,CIN-1987,Riverfront Stadium,39.096667,-84.508333,1970,2002
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1988,161,87,641,1334,122,479,922,207,596,3.35,1271,121,504,934,4009003,CIN-1988,Riverfront Stadium,39.096667,-84.508333,1970,2002
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1989,162,75,632,1362,128,493,1028,128,691,3.73,1404,125,559,981,4113783,CIN-1989,Riverfront Stadium,39.096667,-84.508333,1970,2002
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1990,162,91,693,1466,125,466,913,166,597,3.39,1338,124,543,1029,4219915,CIN-1990,Riverfront Stadium,39.096667,-84.508333,1970,2002
CIN,Cincinnati Reds,CIN,Cincinnati Reds,1991,162,74,689,1419,164,488,1006,124,691,3.83,1372,127,560,997,4327399,CIN-1991,Riverfront Stadium,39.096667,-84.508333,1970,2002
