franchiseID,FranchiseName,teamID,name,yearID,G,W,R,H,HR,BB,SO,SB,RA,ERA,HA,HRA,BBA,SOA,statID,teamID-Year,Park,Lat,Lon,Open,Closed
ALT,Altoona Mountain City,ALT,Altoona Mountain City,1884,25,6,90,223,2,22,130,,216,4.67,292,3,52,93,16624,ALT-1884,Columbia Park,UK,UK,1884,1884
ANA,Los Angeles Angels of Anaheim,LAA,Los Angeles Angels,1961,162,70,744,1331,189,681,1068,37,784,4.31,1391,180,713,973,1872423,LAA-1961,Wrigley Field (LA),34.0075,-118.266111,1925,1969
ANA,Los Angeles Angels of Anaheim,LAA,Los Angeles Angels,1962,162,86,718,1377,137,602,917,46,706,3.7,1412,118,616,858,1924768,LAA-1962,Dodger Stadium,34.073611,-118.24,1962,Active
ANA,Los Angeles Angels of Anaheim,LAA,Los Angeles Angels,1963,161,70,597,1378,95,448,916,43,660,3.52,1317,120,578,889,1980648,LAA-1963,Dodger Stadium,34.073611,-118.24,1962,Active
ANA,Los Angeles Angels of Anaheim,LAA,Los Angeles Angels,1964,162,82,544,1297,102,472,920,49,551,2.91,1273,100,530,965,2037328,LAA-1964,Dodger Stadium,34.073611,-118.24,1962,Active
ANA,Los Angeles Angels of Anaheim,CAL,California Angels,1965,162,75,527,1279,92,443,973,107,569,3.17,1259,91,563,847,2074599,CAL-1965,Dodger Stadium,34.073611,-118.24,1962,Active
ANA,Los Angeles Angels of Anaheim,CAL,California Angels,1966,162,80,604,1244,122,525,1062,80,643,3.56,1364,136,511,836,2135520,CAL-1966,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ANA,Los Angeles Angels of Anaheim,CAL,California Angels,1967,161,84,567,1265,114,453,1021,40,587,3.19,1246,118,525,892,2194360,CAL-1967,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ANA,Los Angeles Angels of Anaheim,CAL,California Angels,1968,162,67,498,1209,83,447,1080,62,615,3.43,1234,131,519,869,2254000,CAL-1968,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ANA,Los Angeles Angels of Anaheim,CAL,California Angels,1969,163,71,528,1221,88,516,929,54,652,3.54,1294,126,517,885,2314440,CAL-1969,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ANA,Los Angeles Angels of Anaheim,CAL,California Angels,1970,162,86,631,1391,114,447,922,69,630,3.48,1280,154,559,922,2388024,CAL-1970,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ANA,Los Angeles Angels of Anaheim,CAL,California Angels,1971,162,76,511,1271,96,441,827,72,576,3.1,1246,101,607,904,2462760,CAL-1971,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ANA,Los Angeles Angels of Anaheim,CAL,California Angels,1972,155,75,454,1249,78,358,850,57,533,3.06,1109,90,620,1000,2538648,CAL-1972,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ANA,Los Angeles Angels of Anaheim,CAL,California Angels,1973,162,79,629,1395,93,509,816,59,657,3.53,1351,104,614,1010,2615688,CAL-1973,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ANA,Los Angeles Angels of Anaheim,CAL,California Angels,1974,163,68,618,1372,95,509,801,119,657,3.52,1339,101,649,986,2693880,CAL-1974,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ANA,Los Angeles Angels of Anaheim,CAL,California Angels,1975,161,72,628,1324,55,593,811,220,723,3.89,1386,123,613,975,2773224,CAL-1975,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ANA,Los Angeles Angels of Anaheim,CAL,California Angels,1976,162,76,550,1265,63,534,812,126,631,3.36,1323,95,553,992,2853720,CAL-1976,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ANA,Los Angeles Angels of Anaheim,CAL,California Angels,1977,162,74,675,1380,131,542,880,159,695,3.72,1383,136,572,965,2935368,CAL-1977,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ANA,Los Angeles Angels of Anaheim,CAL,California Angels,1978,162,87,691,1417,108,539,682,86,666,3.65,1382,125,599,892,3025120,CAL-1978,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ANA,Los Angeles Angels of Anaheim,CAL,California Angels,1979,162,88,866,1563,164,589,843,100,768,4.34,1463,131,573,820,3116224,CAL-1979,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ANA,Los Angeles Angels of Anaheim,CAL,California Angels,1980,160,65,698,1442,106,539,889,91,797,4.52,1548,141,529,725,3208680,CAL-1980,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ANA,Los Angeles Angels of Anaheim,CAL,California Angels,1981,110,51,476,944,97,393,571,44,453,3.7,958,81,323,426,3302488,CAL-1981,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ANA,Los Angeles Angels of Anaheim,CAL,California Angels,1982,162,93,814,1518,186,613,760,55,670,3.82,1436,124,482,728,3397648,CAL-1982,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ANA,Los Angeles Angels of Anaheim,CAL,California Angels,1983,162,70,722,1467,154,509,835,41,779,4.31,1636,130,496,668,3494160,CAL-1983,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ANA,Los Angeles Angels of Anaheim,CAL,California Angels,1984,162,81,696,1363,150,556,928,80,697,3.96,1526,143,474,754,3592024,CAL-1984,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ANA,Los Angeles Angels of Anaheim,CAL,California Angels,1985,162,90,732,1364,153,648,902,106,703,3.91,1453,171,514,767,3691240,CAL-1985,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ANA,Los Angeles Angels of Anaheim,CAL,California Angels,1986,162,92,786,1387,167,671,860,109,684,3.84,1356,153,478,955,3791808,CAL-1986,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ANA,Los Angeles Angels of Anaheim,CAL,California Angels,1987,162,75,770,1406,172,590,926,125,803,4.38,1481,212,504,941,3893728,CAL-1987,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ANA,Los Angeles Angels of Anaheim,CAL,California Angels,1988,162,75,714,1458,124,469,819,86,771,4.32,1503,135,568,817,3997000,CAL-1988,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ANA,Los Angeles Angels of Anaheim,CAL,California Angels,1989,162,91,669,1422,145,429,1011,89,578,3.28,1384,113,465,897,4101624,CAL-1989,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ANA,Los Angeles Angels of Anaheim,CAL,California Angels,1990,162,80,690,1448,147,566,1000,69,706,3.79,1482,106,544,944,4207600,CAL-1990,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ANA,Los Angeles Angels of Anaheim,CAL,California Angels,1991,162,81,653,1396,115,448,928,94,649,3.69,1351,141,543,990,4314928,CAL-1991,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ANA,Los Angeles Angels of Anaheim,CAL,California Angels,1992,162,72,579,1306,88,416,882,160,671,3.84,1449,130,532,888,4423608,CAL-1992,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ANA,Los Angeles Angels of Anaheim,CAL,California Angels,1993,162,71,684,1399,114,564,930,169,770,4.34,1482,153,550,843,4533640,CAL-1993,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ANA,Los Angeles Angels of Anaheim,CAL,California Angels,1994,115,47,543,1042,120,402,715,65,660,5.42,1149,150,436,682,4653648,CAL-1994,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ANA,Los Angeles Angels of Anaheim,CAL,California Angels,1995,145,78,801,1390,186,564,889,58,697,4.52,1310,163,486,901,4775224,CAL-1995,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ANA,Los Angeles Angels of Anaheim,CAL,California Angels,1996,161,70,762,1571,192,527,974,53,943,5.3,1546,219,662,1052,4898368,CAL-1996,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ANA,Los Angeles Angels of Anaheim,ANA,Anaheim Angels,1997,162,84,829,1531,161,617,953,126,794,4.52,1506,202,605,1050,5009643,ANA-1997,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ANA,Los Angeles Angels of Anaheim,ANA,Anaheim Angels,1998,162,85,787,1530,147,510,1028,93,783,4.49,1481,164,630,1091,5135755,ANA-1998,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ANA,Los Angeles Angels of Anaheim,ANA,Anaheim Angels,1999,162,70,711,1404,158,511,1022,71,826,4.79,1472,177,624,877,5272615,ANA-1999,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ANA,Los Angeles Angels of Anaheim,ANA,Anaheim Angels,2000,162,82,864,1574,236,608,1024,93,869,5,1534,228,662,846,5411275,ANA-2000,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ANA,Los Angeles Angels of Anaheim,ANA,Anaheim Angels,2001,162,75,691,1447,158,494,1001,116,730,4.2,1452,168,525,947,5551735,ANA-2001,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ANA,Los Angeles Angels of Anaheim,ANA,Anaheim Angels,2002,162,99,851,1603,152,462,805,117,644,3.69,1345,169,509,999,5693995,ANA-2002,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ANA,Los Angeles Angels of Anaheim,ANA,Anaheim Angels,2003,162,77,736,1473,150,476,838,129,743,4.28,1444,190,486,980,5838055,ANA-2003,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ANA,Los Angeles Angels of Anaheim,ANA,Anaheim Angels,2004,162,92,836,1603,162,450,942,143,734,4.28,1476,170,502,1164,5983915,ANA-2004,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ANA,Los Angeles Angels of Anaheim,LAA,Los Angeles Angels of Anaheim,2005,162,95,761,1520,147,447,848,161,643,3.68,1419,158,443,1126,6196120,LAA-2005,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ANA,Los Angeles Angels of Anaheim,LAA,Los Angeles Angels of Anaheim,2006,162,89,766,1539,159,486,914,148,732,4.04,1410,158,471,1164,6346360,LAA-2006,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ANA,Los Angeles Angels of Anaheim,LAA,Los Angeles Angels of Anaheim,2007,162,94,822,1578,123,507,883,139,731,4.23,1480,151,477,1156,6498400,LAA-2007,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ANA,Los Angeles Angels of Anaheim,LAA,Los Angeles Angels of Anaheim,2008,162,100,765,1486,159,481,987,129,697,3.99,1455,160,457,1106,6652240,LAA-2008,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ANA,Los Angeles Angels of Anaheim,LAA,Los Angeles Angels of Anaheim,2009,162,97,883,1604,173,547,1054,148,761,4.45,1513,180,523,1062,6807880,LAA-2009,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ANA,Los Angeles Angels of Anaheim,LAA,Los Angeles Angels of Anaheim,2010,162,80,681,1363,155,466,1070,104,702,4.04,1422,148,565,1130,6965320,LAA-2010,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ANA,Los Angeles Angels of Anaheim,LAA,Los Angeles Angels of Anaheim,2011,162,86,667,1394,155,442,1086,135,633,3.57,1388,142,476,1058,7124560,LAA-2011,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ANA,Los Angeles Angels of Anaheim,LAA,Los Angeles Angels of Anaheim,2012,162,89,767,1518,187,449,1113,134,699,4.02,1339,186,483,1157,7280203,LAA-2012,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ANA,Los Angeles Angels of Anaheim,LAA,Los Angeles Angels of Anaheim,2013,162,78,733,1476,164,523,1221,82,737,4.23,1475,167,533,1200,7442983,LAA-2013,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ANA,Los Angeles Angels of Anaheim,LAA,Los Angeles Angels of Anaheim,2014,162,98,773,1464,155,492,1266,81,630,3.58,1307,126,504,1342,7607563,LAA-2014,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ANA,Los Angeles Angels of Anaheim,LAA,Los Angeles Angels of Anaheim,2015,162,85,661,1331,176,435,1150,52,675,3.94,1355,166,466,1221,7773943,LAA-2015,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ANA,Los Angeles Angels of Anaheim,LAA,Los Angeles Angels of Anaheim,2016,162,74,717,1410,156,471,991,73,727,4.28,1480,208,498,1136,7942123,LAA-2016,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ANA,Los Angeles Angels of Anaheim,LAA,Los Angeles Angels of Anaheim,2017,162,80,710,1314,186,523,1198,136,709,4.2,1373,224,470,1312,8112103,LAA-2017,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ANA,Los Angeles Angels of Anaheim,LAA,Los Angeles Angels of Anaheim,2018,162,80,721,1323,214,514,1300,89,722,4.15,1353,205,546,1386,8283883,LAA-2018,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ANA,Los Angeles Angels of Anaheim,LAA,Los Angeles Angels of Anaheim,2019,162,72,769,1368,220,586,1276,65,868,5.12,1417,267,576,1404,8457463,LAA-2019,Angels Stadium of Anaheim,33.800278,-117.882778,2003,Active
ARI,Arizona Diamondbacks,ARI,Arizona Diamondbacks,1998,162,65,665,1353,159,489,1239,73,812,4.63,1463,188,489,908,5140288,ARI-1998,Bank One Ballpark,33.445278,-112.066944,1998,2005
ARI,Arizona Diamondbacks,ARI,Arizona Diamondbacks,1999,162,100,908,1566,216,588,1045,137,676,3.77,1387,176,543,1198,5277208,ARI-1999,Bank One Ballpark,33.445278,-112.066944,1998,2005
ARI,Arizona Diamondbacks,ARI,Arizona Diamondbacks,2000,162,85,792,1466,179,535,975,97,754,4.35,1441,190,500,1220,5415928,ARI-2000,Bank One Ballpark,33.445278,-112.066944,1998,2005
ARI,Arizona Diamondbacks,ARI,Arizona Diamondbacks,2001,162,92,818,1494,208,587,1052,71,677,3.87,1352,195,461,1297,5556448,ARI-2001,Bank One Ballpark,33.445278,-112.066944,1998,2005
ARI,Arizona Diamondbacks,ARI,Arizona Diamondbacks,2002,162,98,819,1471,165,643,1016,92,674,3.92,1361,170,421,1303,5698768,ARI-2002,Bank One Ballpark,33.445278,-112.066944,1998,2005
ARI,Arizona Diamondbacks,ARI,Arizona Diamondbacks,2003,162,84,717,1467,152,531,1006,76,685,3.84,1379,150,526,1291,5842888,ARI-2003,Bank One Ballpark,33.445278,-112.066944,1998,2005
ARI,Arizona Diamondbacks,ARI,Arizona Diamondbacks,2004,162,51,615,1401,135,441,1022,53,899,4.98,1480,197,668,1153,5988808,ARI-2004,Bank One Ballpark,33.445278,-112.066944,1998,2005
ARI,Arizona Diamondbacks,ARI,Arizona Diamondbacks,2005,162,77,696,1419,191,606,1094,67,856,4.84,1580,193,537,1038,6131575,ARI-2005,Bank One Ballpark,33.445278,-112.066944,1998,2005
ARI,Arizona Diamondbacks,ARI,Arizona Diamondbacks,2006,162,76,773,1506,160,504,965,76,788,4.48,1503,168,536,1115,6281035,ARI-2006,Chase Field,33.445278,-112.066944,2005,Active
ARI,Arizona Diamondbacks,ARI,Arizona Diamondbacks,2007,162,90,712,1350,171,532,1111,109,732,4.13,1446,169,546,1088,6432295,ARI-2007,Chase Field,33.445278,-112.066944,2006,Active
ARI,Arizona Diamondbacks,ARI,Arizona Diamondbacks,2008,162,82,720,1355,159,587,1287,58,706,3.98,1403,147,451,1229,6585355,ARI-2008,Chase Field,33.445278,-112.066944,2007,Active
ARI,Arizona Diamondbacks,ARI,Arizona Diamondbacks,2009,162,70,720,1408,173,571,1298,102,782,4.42,1470,168,525,1158,6740215,ARI-2009,Chase Field,33.445278,-112.066944,2008,Active
ARI,Arizona Diamondbacks,ARI,Arizona Diamondbacks,2010,162,65,713,1366,180,589,1529,86,836,4.81,1503,210,548,1070,6896875,ARI-2010,Chase Field,33.445278,-112.066944,2009,Active
ARI,Arizona Diamondbacks,ARI,Arizona Diamondbacks,2011,162,94,731,1357,172,531,1249,133,662,3.8,1414,159,442,1058,7055335,ARI-2011,Chase Field,33.445278,-112.066944,2010,Active
ARI,Arizona Diamondbacks,ARI,Arizona Diamondbacks,2012,162,81,734,1416,165,539,1266,93,688,3.93,1432,155,417,1200,7215595,ARI-2012,Chase Field,33.445278,-112.066944,2011,Active
ARI,Arizona Diamondbacks,ARI,Arizona Diamondbacks,2013,162,81,685,1468,130,519,1142,62,695,3.92,1460,176,485,1218,7377655,ARI-2013,Chase Field,33.445278,-112.066944,2012,Active
ARI,Arizona Diamondbacks,ARI,Arizona Diamondbacks,2014,162,64,615,1379,118,398,1165,86,742,4.26,1467,154,469,1278,7541515,ARI-2014,Chase Field,33.445278,-112.066944,2013,Active
ARI,Arizona Diamondbacks,ARI,Arizona Diamondbacks,2015,162,79,720,1494,154,490,1312,132,713,4.04,1450,182,500,1215,7707175,ARI-2015,Chase Field,33.445278,-112.066944,2014,Active
ARI,Arizona Diamondbacks,ARI,Arizona Diamondbacks,2016,162,69,752,1479,190,463,1427,137,890,5.09,1563,202,603,1318,7874635,ARI-2016,Chase Field,33.445278,-112.066944,2015,Active
ARI,Arizona Diamondbacks,ARI,Arizona Diamondbacks,2017,162,93,812,1405,220,578,1456,103,659,3.66,1309,171,516,1482,8043895,ARI-2017,Chase Field,33.445278,-112.066944,2016,Active
ARI,Arizona Diamondbacks,ARI,Arizona Diamondbacks,2018,162,82,693,1283,176,560,1460,79,644,3.72,1313,174,522,1448,8214955,ARI-2018,Chase Field,33.445278,-112.066944,2017,Active
ARI,Arizona Diamondbacks,ARI,Arizona Diamondbacks,2019,162,85,813,1419,220,540,1360,88,743,4.25,1400,220,516,1427,8387815,ARI-2019,Chase Field,33.445278,-112.066944,2018,Active
ATH,Philadelphia Athletics,PHN,Philadelphia Athletics,1876,60,14,378,646,7,27,36,,534,3.22,783,2,41,22,4248,PHN-1876,Jefferson Street Grounds,39.9781,-75.1762,1864,1890
ATL,Atlanta Braves,BSN,Boston Red Caps,1876,70,39,471,723,9,58,98,,450,2.51,732,7,104,77,3600,BSN-1876,South End Grounds I,42.3375,-71.086944,1871,1914
ATL,Atlanta Braves,BSN,Boston Red Caps,1877,61,42,419,700,4,65,121,,263,2.15,557,5,38,177,4480,BSN-1877,South End Grounds I,42.3375,-71.086944,1871,1914
ATL,Atlanta Braves,BSN,Boston Red Caps,1878,60,41,298,535,2,35,154,,241,2.32,595,6,38,184,5224,BSN-1878,South End Grounds I,42.3375,-71.086944,1871,1914
ATL,Atlanta Braves,BSN,Boston Red Caps,1879,84,54,562,883,20,90,222,,348,2.19,757,9,46,230,6183,BSN-1879,South End Grounds I,42.3375,-71.086944,1871,1914
ATL,Atlanta Braves,BSN,Boston Red Caps,1880,86,40,416,779,20,105,221,,456,3.08,840,2,86,187,7399,BSN-1880,South End Grounds I,42.3375,-71.086944,1871,1914
ATL,Atlanta Braves,BSN,Boston Red Caps,1881,83,38,347,733,5,110,193,,410,2.71,763,9,143,199,8743,BSN-1881,South End Grounds I,42.3375,-71.086944,1871,1914
ATL,Atlanta Braves,BSN,Boston Red Caps,1882,85,45,472,823,15,134,244,,414,2.8,738,10,77,352,10408,BSN-1882,South End Grounds I,42.3375,-71.086944,1871,1914
ATL,Atlanta Braves,BSN,Boston Beaneaters,1883,98,63,669,1010,34,123,423,,456,2.55,853,11,90,538,13320,BSN-1883,South End Grounds I,42.3375,-71.086944,1871,1914
ATL,Atlanta Braves,BSN,Boston Beaneaters,1884,116,73,684,1063,36,207,660,,468,2.47,932,30,135,742,17899,BSN-1884,South End Grounds I,42.3375,-71.086944,1871,1914
ATL,Atlanta Braves,BSN,Boston Beaneaters,1885,113,46,528,915,22,190,522,,589,3.03,1045,26,188,480,26920,BSN-1885,South End Grounds I,42.3375,-71.086944,1871,1914
ATL,Atlanta Braves,BSN,Boston Beaneaters,1886,118,56,657,1085,24,250,537,156,661,3.24,1049,33,298,511,31975,BSN-1886,South End Grounds I,42.3375,-71.086944,1871,1914
ATL,Atlanta Braves,BSN,Boston Beaneaters,1887,127,61,834,1255,53,340,392,373,792,4.41,1226,55,396,254,37863,BSN-1887,South End Grounds I,42.3375,-71.086944,1871,1914
ATL,Atlanta Braves,BSN,Boston Beaneaters,1888,137,70,669,1183,56,282,524,293,619,2.61,1104,36,269,484,44263,BSN-1888,South End Grounds II,42.3375,-71.086944,1871,1914
ATL,Atlanta Braves,BSN,Boston Beaneaters,1889,133,83,826,1251,42,471,450,331,626,3.36,1152,41,413,497,51175,BSN-1889,South End Grounds II,42.3375,-71.086944,1871,1914
ATL,Atlanta Braves,BSN,Boston Beaneaters,1890,134,76,763,1220,31,530,515,285,593,2.93,1132,27,354,506,60048,BSN-1890,South End Grounds II,42.3375,-71.086944,1871,1914
ATL,Atlanta Braves,BSN,Boston Beaneaters,1891,140,87,847,1264,53,533,537,289,658,2.76,1223,51,364,525,71755,BSN-1891,South End Grounds II,42.3375,-71.086944,1871,1914
ATL,Atlanta Braves,BSN,Boston Beaneaters,1892,152,102,862,1325,34,526,492,338,649,2.86,1156,41,460,514,80523,BSN-1892,South End Grounds II,42.3375,-71.086944,1871,1914
ATL,Atlanta Braves,BSN,Boston Beaneaters,1893,131,86,1008,1358,65,561,292,243,795,4.43,1314,66,402,253,87435,BSN-1893,South End Grounds II,42.3375,-71.086944,1871,1914
ATL,Atlanta Braves,BSN,Boston Beaneaters,1894,133,83,1220,1658,103,535,261,241,1002,5.41,1529,89,411,262,94635,BSN-1894,South End Grounds II / Congress Street Grounds / South End Grounds III,42.3375,-71.086944,1871,1914
ATL,Atlanta Braves,BSN,Boston Beaneaters,1895,133,71,911,1377,54,505,239,200,829,4.25,1376,56,367,377,102123,BSN-1895,South End Grounds III,42.3375,-71.086944,1894,1914
ATL,Atlanta Braves,BSN,Boston Beaneaters,1896,132,74,865,1421,36,414,275,243,761,3.78,1254,57,397,277,109899,BSN-1896,South End Grounds III,42.3375,-71.086944,1894,1914
ATL,Atlanta Braves,BSN,Boston Beaneaters,1897,135,93,1025,1574,45,423,263,233,665,3.65,1273,39,393,329,117963,BSN-1897,South End Grounds III,42.3375,-71.086944,1894,1914
ATL,Atlanta Braves,BSN,Boston Beaneaters,1898,152,102,872,1531,53,405,303,172,614,2.98,1186,37,470,432,126315,BSN-1898,South End Grounds III,42.3375,-71.086944,1894,1914
ATL,Atlanta Braves,BSN,Boston Beaneaters,1899,153,95,858,1517,39,431,266,185,645,3.26,1273,44,432,385,134955,BSN-1899,South End Grounds III,42.3375,-71.086944,1894,1914
ATL,Atlanta Braves,BSN,Boston Beaneaters,1900,142,66,778,1403,48,395,270,182,739,3.72,1263,59,463,340,143128,BSN-1900,South End Grounds III,42.3375,-71.086944,1894,1914
ATL,Atlanta Braves,BSN,Boston Beaneaters,1901,140,69,531,1180,28,303,518,158,556,2.9,1196,29,349,558,150768,BSN-1901,South End Grounds III,42.3375,-71.086944,1894,1914
ATL,Atlanta Braves,BSN,Boston Beaneaters,1902,141,73,572,1178,14,398,483,189,516,2.61,1233,16,372,523,163408,BSN-1902,South End Grounds III,42.3375,-71.086944,1894,1914
ATL,Atlanta Braves,BSN,Boston Beaneaters,1903,140,58,578,1145,25,398,495,159,699,3.34,1310,30,460,516,175723,BSN-1903,South End Grounds III,42.3375,-71.086944,1894,1914
ATL,Atlanta Braves,BSN,Boston Beaneaters,1904,155,55,491,1217,24,316,550,143,749,3.43,1405,25,500,544,189355,BSN-1904,South End Grounds III,42.3375,-71.086944,1894,1914
ATL,Atlanta Braves,BSN,Boston Beaneaters,1905,156,51,468,1217,17,302,561,132,733,3.52,1390,36,433,533,203499,BSN-1905,South End Grounds III,42.3375,-71.086944,1894,1914
ATL,Atlanta Braves,BSN,Boston Beaneaters,1906,152,49,408,1115,16,356,681,93,649,3.14,1291,24,436,562,218155,BSN-1906,South End Grounds III,42.3375,-71.086944,1894,1914
ATL,Atlanta Braves,BSN,Boston Doves,1907,152,58,502,1222,22,413,508,120,652,3.33,1324,28,458,426,233323,BSN-1907,South End Grounds III,42.3375,-71.086944,1894,1914
ATL,Atlanta Braves,BSN,Boston Doves,1908,156,63,537,1228,17,414,489,134,622,2.79,1262,29,423,416,249003,BSN-1908,South End Grounds III,42.3375,-71.086944,1894,1914
ATL,Atlanta Braves,BSN,Boston Doves,1909,155,45,435,1121,14,400,551,135,683,3.2,1329,23,543,414,265195,BSN-1909,South End Grounds III,42.3375,-71.086944,1894,1914
ATL,Atlanta Braves,BSN,Boston Doves,1910,157,53,495,1260,31,359,540,152,701,3.22,1328,36,599,440,281899,BSN-1910,South End Grounds III,42.3375,-71.086944,1894,1914
ATL,Atlanta Braves,BSN,Boston Rustlers,1911,156,44,699,1417,37,554,577,169,1021,5.08,1570,76,672,486,299115,BSN-1911,South End Grounds III,42.3375,-71.086944,1894,1914
ATL,Atlanta Braves,BSN,Boston Braves,1912,155,52,693,1465,35,454,690,137,861,4.17,1544,43,521,542,316843,BSN-1912,South End Grounds III,42.3375,-71.086944,1894,1914
ATL,Atlanta Braves,BSN,Boston Braves,1913,154,69,641,1318,32,488,640,177,690,3.19,1343,37,419,597,335083,BSN-1913,South End Grounds III,42.3375,-71.086944,1894,1914
ATL,Atlanta Braves,BSN,Boston Braves,1914,158,94,657,1307,35,502,617,139,548,2.74,1272,38,477,606,356215,BSN-1914,South End Grounds III,42.3375,-71.086944,1894,1914
ATL,Atlanta Braves,BSN,Boston Braves,1915,157,83,582,1219,17,549,620,121,545,2.57,1257,23,366,630,385399,BSN-1915,Fenway Park I / Braves Field,42.353,-71.119,1915,1952
ATL,Atlanta Braves,BSN,Boston Braves,1916,158,89,542,1181,22,437,646,141,453,2.19,1206,24,325,644,413163,BSN-1916,Braves Field,42.353,-71.119,1915,1952
ATL,Atlanta Braves,BSN,Boston Braves,1917,157,72,536,1280,22,427,587,155,552,2.77,1309,19,371,593,433963,BSN-1917,Braves Field,42.353,-71.119,1915,1952
ATL,Atlanta Braves,BSN,Boston Braves,1918,124,53,424,1014,13,350,438,83,469,2.9,1111,14,277,340,455275,BSN-1918,Braves Field,42.353,-71.119,1915,1952
ATL,Atlanta Braves,BSN,Boston Braves,1919,140,57,465,1201,24,355,481,145,563,3.17,1313,29,337,374,477099,BSN-1919,Braves Field,42.353,-71.119,1915,1952
ATL,Atlanta Braves,BSN,Boston Braves,1920,153,62,523,1358,23,385,488,88,670,3.54,1464,39,415,368,499435,BSN-1920,Braves Field,42.353,-71.119,1915,1952
ATL,Atlanta Braves,BSN,Boston Braves,1921,153,79,721,1561,61,377,470,94,697,3.9,1488,54,420,382,522283,BSN-1921,Braves Field,42.353,-71.119,1915,1952
ATL,Atlanta Braves,BSN,Boston Braves,1922,154,53,596,1355,32,387,451,67,822,4.37,1565,57,489,360,545643,BSN-1922,Braves Field,42.353,-71.119,1915,1952
ATL,Atlanta Braves,BSN,Boston Braves,1923,155,54,636,1455,32,429,404,57,798,4.21,1662,64,394,351,569515,BSN-1923,Braves Field,42.353,-71.119,1915,1952
ATL,Atlanta Braves,BSN,Boston Braves,1924,154,53,520,1355,25,354,451,74,800,4.46,1607,49,402,364,593899,BSN-1924,Braves Field,42.353,-71.119,1915,1952
ATL,Atlanta Braves,BSN,Boston Braves,1925,153,70,708,1567,41,405,380,77,802,4.39,1567,67,458,351,618795,BSN-1925,Braves Field,42.353,-71.119,1915,1952
ATL,Atlanta Braves,BSN,Boston Braves,1926,153,66,624,1444,16,426,348,81,719,4.01,1536,46,455,408,644203,BSN-1926,Braves Field,42.353,-71.119,1915,1952
ATL,Atlanta Braves,BSN,Boston Braves,1927,155,60,651,1498,37,346,363,100,771,4.22,1602,43,468,402,670123,BSN-1927,Braves Field,42.353,-71.119,1915,1952
